acid,acid_t,cif_id,foracid,foracid_t,pan,acct_num,acct_name
269052171,AC42236737,DLNIND1255130,026FF16519710376,FA1515215133434219,PAN331700070,152151334342,Adarsh Bhakta Lama
269052168,AC20260198,DLNIND1255130,026FF16519710373,FA6285342217276120,PAN331700070,853422172761,Adarsh Bhakta Lama
269052151,AC61532759,DLNIND1255130,026FF16519710366,FA5928190770983245,PAN331700070,281907709832,Adarsh Bhakta Lama
269052158,AC41404827,DLNIND1255130,026FF16519710367,FA8170423183290454,PAN331700070,704231832904,Adarsh Bhakta Lama
269052144,AC44969721,DLNIND1255130,026FF16519710364,FA1509021197728434,PAN331700070,090211977284,Adarsh Bhakta Lama
269052143,AC78650595,DLNIND1255130,026FF16519710363,FA1772898025204352,PAN331700070,728980252043,Adarsh Bhakta Lama
269052167,AC76605838,DLNIND1255130,026FF16519710372,FA9246808175549366,PAN331700070,468081755493,Adarsh Bhakta Lama
269052172,AC57968054,DLNIND1255130,026FF16519710377,FA9067271805937346,PAN331700070,672718059373,Adarsh Bhakta Lama
269052165,AC34121233,DLNIND1255130,026FF16519710370,FA5763829050212802,PAN331700070,638290502128,Adarsh Bhakta Lama
269052175,AC61127049,DLNIND1255130,026FF16519710380,FA7050828400786612,PAN331700070,508284007866,Adarsh Bhakta Lama
269052145,AC85149166,DLNIND1255130,026FF16519710365,FA4440655520886327,PAN331700070,406555208863,Adarsh Bhakta Lama
269052162,AC39064426,DLNIND1255130,026FF16519710369,FA5930084819847984,PAN331700070,300848198479,Adarsh Bhakta Lama
269052166,AC29249607,DLNIND1255130,026FF16519710371,FA8296184628740238,PAN331700070,961846287402,Adarsh Bhakta Lama
269052174,AC91929632,DLNIND1255130,026FF16519710379,FA4137901683799468,PAN331700070,379016837994,Adarsh Bhakta Lama
269052185,AC97501273,DLNIND1255130,026FF16519710389,FA5692762750239039,PAN331700070,927627502390,Adarsh Bhakta Lama
269052134,AC83644801,DLNIND1255130,026FF16519710358,FA5374183539155979,PAN331700070,741835391559,Adarsh Bhakta Lama
269052188,AC88389464,DLNIND1255130,026FF16519710392,FA5570792900985916,PAN331700070,707929009859,Adarsh Bhakta Lama
269052194,AC89701106,DLNIND1255130,026FF16519710393,FA4794369420227653,PAN331700070,943694202276,Adarsh Bhakta Lama
269052137,AC79160035,DLNIND1255130,026FF16519710360,FA5002556940114584,PAN331700070,025569401145,Adarsh Bhakta Lama
269052141,AC60433594,DLNIND1255130,026FF16519710361,FA3733708214087253,PAN331700070,337082140872,Adarsh Bhakta Lama
269052263,AC37560389,DLNIND1255130,026FF16519710402,FA8465980718198784,PAN331700070,659807181987,Adarsh Bhakta Lama
269065444,AC73124416,DLNIND1255130,026FF16519710416,FA5916665191889520,PAN331700070,166651918895,Adarsh Bhakta Lama
269052233,AC28596531,DLNIND1255130,026FF16519710399,FA9148474177278846,PAN331700070,484741772788,Adarsh Bhakta Lama
269065445,AC22560182,DLNIND1255130,026FF16519710417,FA1442250861572699,PAN331700070,422508615726,Adarsh Bhakta Lama
269052183,AC57821006,DLNIND1255130,026FF16519710387,FA7394892851531719,PAN331700070,948928515317,Adarsh Bhakta Lama
269052177,AC81381822,DLNIND1255130,026FF16519710382,FA2464904915792498,PAN331700070,649049157924,Adarsh Bhakta Lama
269052281,AC65281507,DLNIND1255130,026FF16519710403,FA9937705252875075,PAN331700070,377052528750,Adarsh Bhakta Lama
269052262,AC18928619,DLNIND1255130,026FF16519710401,FA2171391741866605,PAN331700070,713917418666,Adarsh Bhakta Lama
269052195,AC13059142,DLNIND1255130,026FF16519710394,FA7277214485652212,PAN331700070,772144856522,Adarsh Bhakta Lama
269065443,AC73520504,DLNIND1255130,026FF16519710415,FA7131426983221856,PAN331700070,314269832218,Adarsh Bhakta Lama
269052298,AC73284020,DLNIND1255130,026FF16519710404,FA7534834997547197,PAN331700070,348349975471,Adarsh Bhakta Lama
269052179,AC57023048,DLNIND1255130,026FF16519710383,FA6614829451345560,PAN331700070,148294513455,Adarsh Bhakta Lama
269065442,AC43547276,DLNIND1255130,026FF16519710414,FA5695328219463221,PAN331700070,953282194632,Adarsh Bhakta Lama
269052373,AC53262372,DLNIND1255130,026FF16519710411,FA9415339636847937,PAN331700070,153396368479,Adarsh Bhakta Lama
269052199,AC30728314,DLNIND1255130,026FF16519710396,FA9392917172697200,PAN331700070,929171726972,Adarsh Bhakta Lama
269052142,AC95189823,DLNIND1255130,026FF16519710362,FA8250755333828699,PAN331700070,507553338286,Adarsh Bhakta Lama
269052306,AC71788767,DLNIND1255130,026FF16519710405,FA8574903638244160,PAN331700070,749036382441,Adarsh Bhakta Lama
269065441,AC21302345,DLNIND1255130,026FF16519710413,FA9263241479745430,PAN331700070,632414797454,Adarsh Bhakta Lama
269052211,AC90145638,DLNIND1255130,026FF16519710397,FA9146369667856897,PAN331700070,463696678568,Adarsh Bhakta Lama
269052370,AC24040889,DLNIND1255130,026FF16519710408,FA6539265087976342,PAN331700070,392650879763,Adarsh Bhakta Lama
269052372,AC53332285,DLNIND1255130,026FF16519710410,FA4296781124868317,PAN331700070,967811248683,Adarsh Bhakta Lama
269052176,AC38465249,DLNIND1255130,026FF16519710381,FA1835487634140392,PAN331700070,354876341403,Adarsh Bhakta Lama
269052184,AC27502148,DLNIND1255130,026FF16519710388,FA9212974568233287,PAN331700070,129745682332,Adarsh Bhakta Lama
269052371,AC78473181,DLNIND1255130,026FF16519710409,FA8654304321379072,PAN331700070,543043213790,Adarsh Bhakta Lama
269052343,AC74580613,DLNIND1255130,026FF16519710406,FA3833070223666655,PAN331700070,330702236666,Adarsh Bhakta Lama
269052181,AC44875299,DLNIND1255130,026FF16519710385,FA8685542367944331,PAN331700070,855423679443,Adarsh Bhakta Lama
269052232,AC99411479,DLNIND1255130,026FF16519710398,FA8080651814266048,PAN331700070,806518142660,Adarsh Bhakta Lama
269052135,AC67554140,DLNIND1255130,026FF16519710359,FA8420419734964022,PAN331700070,204197349640,Adarsh Bhakta Lama
269052369,AC51899702,DLNIND1255130,026FF16519710407,FA7020464116945432,PAN331700070,204641169454,Adarsh Bhakta Lama
269052196,AC58633652,DLNIND1255130,026FF16519710395,FA8854318387396241,PAN331700070,543183873962,Adarsh Bhakta Lama
269052186,AC33331766,DLNIND1255130,026FF16519710390,FA3917734620223920,PAN331700070,177346202239,Adarsh Bhakta Lama
269052187,AC70607721,DLNIND1255130,026FF16519710391,FA6362297084043626,PAN331700070,622970840436,Adarsh Bhakta Lama
269052182,AC23254276,DLNIND1255130,026FF16519710386,FA7696767480626887,PAN331700070,967674806268,Adarsh Bhakta Lama
269052180,AC54495697,DLNIND1255130,026FF16519710384,FA6621680594906843,PAN331700070,216805949068,Adarsh Bhakta Lama
269052247,AC91440733,DLNIND1255130,026FF16519710400,FA7887500383777348,PAN331700070,875003837773,Adarsh Bhakta Lama
058683509,AC42388666,DLNIND1568693,005TD52169468006,FA9826747512943421,PAN651060348,267475129434,Srijeet Prasad Tamang
268809198,AC25567845,DLNIND1255130,026FF16519710012,FA4536399729994378,PAN331700070,363997299943,Adarsh Bhakta Lama
268809183,AC88815602,DLNIND1255130,026FF16519710006,FA5560557617485535,PAN331700070,605576174855,Adarsh Bhakta Lama
268809208,AC93619005,DLNIND1255130,026FF16519710022,FA7401268246801575,PAN331700070,012682468015,Adarsh Bhakta Lama
268809205,AC75092176,DLNIND1255130,026FF16519710019,FA9760552744649545,PAN331700070,605527446495,Adarsh Bhakta Lama
268809204,AC87033467,DLNIND1255130,026FF16519710018,FA9693328206299191,PAN331700070,933282062991,Adarsh Bhakta Lama
268809206,AC21940575,DLNIND1255130,026FF16519710020,FA8142492017140667,PAN331700070,424920171406,Adarsh Bhakta Lama
268809194,AC36568153,DLNIND1255130,026FF16519710008,FA4195381852431267,PAN331700070,953818524312,Adarsh Bhakta Lama
268809193,AC40455518,DLNIND1255130,026FF16519710007,FA1088165969983217,PAN331700070,881659699832,Adarsh Bhakta Lama
268809195,AC12153952,DLNIND1255130,026FF16519710009,FA7356677445831995,PAN331700070,566774458319,Adarsh Bhakta Lama
268809209,AC52241704,DLNIND1255130,026FF16519710023,FA8257040117334918,PAN331700070,570401173349,Adarsh Bhakta Lama
268809197,AC93645498,DLNIND1255130,026FF16519710011,FA2127282168590368,PAN331700070,272821685903,Adarsh Bhakta Lama
268809196,AC34736065,DLNIND1255130,026FF16519710010,FA4435858965529697,PAN331700070,358589655296,Adarsh Bhakta Lama
268809142,AC13311778,DLNIND1255130,026FF16519710004,FA9311062264065596,PAN331700070,110622640655,Adarsh Bhakta Lama
268809207,AC56069952,DLNIND1255130,026FF16519710021,FA1895465125178804,PAN331700070,954651251788,Adarsh Bhakta Lama
268809203,AC21954328,DLNIND1255130,026FF16519710017,FA1465900856031620,PAN331700070,659008560316,Adarsh Bhakta Lama
268809161,AC49836714,DLNIND1255130,026FF16519710005,FA7182563631692029,PAN331700070,825636316920,Adarsh Bhakta Lama
269109111,AC47806150,DLNIND1255130,026FF16519710479,FA7542825509264167,PAN331700070,428255092641,Adarsh Bhakta Lama
269109110,AC99436724,DLNIND1255130,026FF16519710478,FA7642143031881028,PAN331700070,421430318810,Adarsh Bhakta Lama
269109108,AC55864572,DLNIND1255130,026FF16519710476,FA1220982995865446,PAN331700070,209829958654,Adarsh Bhakta Lama
269109109,AC21801285,DLNIND1255130,026FF16519710477,FA9099321296696106,PAN331700070,993212966961,Adarsh Bhakta Lama
269109112,AC69731265,DLNIND1255130,026FF16519710480,FA1675089563248312,PAN331700070,750895632483,Adarsh Bhakta Lama
268809200,AC70416833,DLNIND1255130,026FF16519710014,FA4972973052036625,PAN331700070,729730520366,Adarsh Bhakta Lama
268809230,AC91875611,DLNIND1255130,026FF16519710044,FA2439972961699574,PAN331700070,399729616995,Adarsh Bhakta Lama
268809097,AC11341809,DLNIND1255130,026FF16519710001,FA7005499636747735,PAN331700070,054996367477,Adarsh Bhakta Lama
268809221,AC66133855,DLNIND1255130,026FF16519710035,FA4904133854429743,PAN331700070,041338544297,Adarsh Bhakta Lama
268809228,AC12164739,DLNIND1255130,026FF16519710042,FA6459274429194686,PAN331700070,592744291946,Adarsh Bhakta Lama
268809233,AC98027059,DLNIND1255130,026FF16519710047,FA6595737909475280,PAN331700070,957379094752,Adarsh Bhakta Lama
268809225,AC17514725,DLNIND1255130,026FF16519710039,FA9879470954036631,PAN331700070,794709540366,Adarsh Bhakta Lama
268809232,AC90630287,DLNIND1255130,026FF16519710046,FA1479130958725402,PAN331700070,791309587254,Adarsh Bhakta Lama
268809210,AC15324634,DLNIND1255130,026FF16519710024,FA3578871235274806,PAN331700070,788712352748,Adarsh Bhakta Lama
268809217,AC32138402,DLNIND1255130,026FF16519710031,FA7247153022375950,PAN331700070,471530223759,Adarsh Bhakta Lama
268809103,AC93077034,DLNIND1255130,026FF16519710002,FA7293413224338666,PAN331700070,934132243386,Adarsh Bhakta Lama
268809222,AC76753983,DLNIND1255130,026FF16519710036,FA9855789746955101,PAN331700070,557897469551,Adarsh Bhakta Lama
268809213,AC35643687,DLNIND1255130,026FF16519710027,FA7269935390556177,PAN331700070,699353905561,Adarsh Bhakta Lama
268809216,AC40624232,DLNIND1255130,026FF16519710030,FA3957256994574119,PAN331700070,572569945741,Adarsh Bhakta Lama
268809214,AC85121958,DLNIND1255130,026FF16519710028,FA9062663641018802,PAN331700070,626636410188,Adarsh Bhakta Lama
268809223,AC86153357,DLNIND1255130,026FF16519710037,FA7145123853706590,PAN331700070,451238537065,Adarsh Bhakta Lama
268809224,AC39540438,DLNIND1255130,026FF16519710038,FA1953850026722405,PAN331700070,538500267224,Adarsh Bhakta Lama
268809226,AC29964795,DLNIND1255130,026FF16519710040,FA2037685016854442,PAN331700070,376850168544,Adarsh Bhakta Lama
268809218,AC75691686,DLNIND1255130,026FF16519710032,FA4634953533119210,PAN331700070,349535331192,Adarsh Bhakta Lama
268809219,AC56528530,DLNIND1255130,026FF16519710033,FA9054394759807816,PAN331700070,543947598078,Adarsh Bhakta Lama
268809220,AC11113247,DLNIND1255130,026FF16519710034,FA3548500342332879,PAN331700070,485003423328,Adarsh Bhakta Lama
268809227,AC10789121,DLNIND1255130,026FF16519710041,FA5614531227169203,PAN331700070,145312271692,Adarsh Bhakta Lama
268809229,AC29363997,DLNIND1255130,026FF16519710043,FA4537768553771341,PAN331700070,377685537713,Adarsh Bhakta Lama
268809231,AC15946434,DLNIND1255130,026FF16519710045,FA7306021962575608,PAN331700070,060219625756,Adarsh Bhakta Lama
268809199,AC65461452,DLNIND1255130,026FF16519710013,FA8487293575009476,PAN331700070,872935750094,Adarsh Bhakta Lama
268809201,AC87033463,DLNIND1255130,026FF16519710015,FA9003182586783373,PAN331700070,031825867833,Adarsh Bhakta Lama
268809202,AC90840681,DLNIND1255130,026FF16519710016,FA5402114432633501,PAN331700070,021144326335,Adarsh Bhakta Lama
268809211,AC43034021,DLNIND1255130,026FF16519710025,FA3508003028353079,PAN331700070,080030283530,Adarsh Bhakta Lama
268809212,AC21525629,DLNIND1255130,026FF16519710026,FA9162438960702894,PAN331700070,624389607028,Adarsh Bhakta Lama
268809118,AC38678342,DLNIND1255130,026FF16519710003,FA2721510703584136,PAN331700070,215107035841,Adarsh Bhakta Lama
268809215,AC91549415,DLNIND1255130,026FF16519710029,FA8295026302288250,PAN331700070,950263022882,Adarsh Bhakta Lama
158808887,AC70622681,DLNIND8212211,015FFN5483718048,FA5628439702416129,PAN976589899,284397024161,Tanushree Devi Regmi
268818536,AC45797751,DLNIND1255130,026FF16519710142,FA7003563089132333,PAN331700070,035630891323,Adarsh Bhakta Lama
268818495,AC80075322,DLNIND1255130,026FF16519710103,FA6382307710259256,PAN331700070,823077102592,Adarsh Bhakta Lama
268818512,AC60853409,DLNIND1255130,026FF16519710120,FA2807826110794712,PAN331700070,078261107947,Adarsh Bhakta Lama
268818532,AC84145629,DLNIND1255130,026FF16519710138,FA5624970688462476,PAN331700070,249706884624,Adarsh Bhakta Lama
268818535,AC37280389,DLNIND1255130,026FF16519710141,FA6239609159862578,PAN331700070,396091598625,Adarsh Bhakta Lama
268818523,AC19470771,DLNIND1255130,026FF16519710131,FA8775538171797185,PAN331700070,755381717971,Adarsh Bhakta Lama
268818519,AC76294905,DLNIND1255130,026FF16519710127,FA9584101045012637,PAN331700070,841010450126,Adarsh Bhakta Lama
268818527,AC47939167,DLNIND1255130,026FF16519710135,FA4191502696127246,PAN331700070,915026961272,Adarsh Bhakta Lama
268818520,AC64727121,DLNIND1255130,026FF16519710128,FA2731261405402288,PAN331700070,312614054022,Adarsh Bhakta Lama
268818525,AC57730909,DLNIND1255130,026FF16519710133,FA3644660089917601,PAN331700070,446600899176,Adarsh Bhakta Lama
268818524,AC37662937,DLNIND1255130,026FF16519710132,FA3388368538075202,PAN331700070,883685380752,Adarsh Bhakta Lama
268818493,AC64359632,DLNIND1255130,026FF16519710101,FA2170121832414359,PAN331700070,701218324143,Adarsh Bhakta Lama
268818498,AC40979997,DLNIND1255130,026FF16519710106,FA7642517701487885,PAN331700070,425177014878,Adarsh Bhakta Lama
268818491,AC10688662,DLNIND1255130,026FF16519710099,FA6744638485353799,PAN331700070,446384853537,Adarsh Bhakta Lama
268818504,AC76342949,DLNIND1255130,026FF16519710112,FA2230964267257123,PAN331700070,309642672571,Adarsh Bhakta Lama
268818502,AC72418120,DLNIND1255130,026FF16519710110,FA1330726276170156,PAN331700070,307262761701,Adarsh Bhakta Lama
268818508,AC82202288,DLNIND1255130,026FF16519710116,FA5972309004691730,PAN331700070,723090046917,Adarsh Bhakta Lama
268818506,AC78618584,DLNIND1255130,026FF16519710114,FA5175654859262951,PAN331700070,756548592629,Adarsh Bhakta Lama
268818533,AC50714838,DLNIND1255130,026FF16519710139,FA4271049820342717,PAN331700070,710498203427,Adarsh Bhakta Lama
268818499,AC69159004,DLNIND1255130,026FF16519710107,FA8190221728450989,PAN331700070,902217284509,Adarsh Bhakta Lama
268818500,AC60403164,DLNIND1255130,026FF16519710108,FA6367402990250642,PAN331700070,674029902506,Adarsh Bhakta Lama
268818511,AC77582278,DLNIND1255130,026FF16519710119,FA3782579899703921,PAN331700070,825798997039,Adarsh Bhakta Lama
268818516,AC25802192,DLNIND1255130,026FF16519710124,FA4879147276443371,PAN331700070,791472764433,Adarsh Bhakta Lama
268818529,AC52129119,DLNIND1255130,026FF16519710136,FA2592800785666773,PAN331700070,928007856667,Adarsh Bhakta Lama
268818501,AC62917672,DLNIND1255130,026FF16519710109,FA8198644603578267,PAN331700070,986446035782,Adarsh Bhakta Lama
268818515,AC19125467,DLNIND1255130,026FF16519710123,FA2441987736139077,PAN331700070,419877361390,Adarsh Bhakta Lama
268818510,AC72890288,DLNIND1255130,026FF16519710118,FA1311474434946450,PAN331700070,114744349464,Adarsh Bhakta Lama
268818496,AC67755304,DLNIND1255130,026FF16519710104,FA4891594053108380,PAN331700070,915940531083,Adarsh Bhakta Lama
268818497,AC57180486,DLNIND1255130,026FF16519710105,FA2549398074422346,PAN331700070,493980744223,Adarsh Bhakta Lama
268818505,AC96536075,DLNIND1255130,026FF16519710113,FA2418115352173411,PAN331700070,181153521734,Adarsh Bhakta Lama
268818503,AC40975185,DLNIND1255130,026FF16519710111,FA8142562054805823,PAN331700070,425620548058,Adarsh Bhakta Lama
268818521,AC75073247,DLNIND1255130,026FF16519710129,FA1761062418124818,PAN331700070,610624181248,Adarsh Bhakta Lama
268818490,AC33774404,DLNIND1255130,026FF16519710098,FA5575824501797073,PAN331700070,758245017970,Adarsh Bhakta Lama
268818492,AC62200438,DLNIND1255130,026FF16519710100,FA5990514861805202,PAN331700070,905148618052,Adarsh Bhakta Lama
268818518,AC88389723,DLNIND1255130,026FF16519710126,FA2787145768274733,PAN331700070,871457682747,Adarsh Bhakta Lama
268818517,AC97601958,DLNIND1255130,026FF16519710125,FA4336051439047530,PAN331700070,360514390475,Adarsh Bhakta Lama
268818526,AC68702541,DLNIND1255130,026FF16519710134,FA4170131328105073,PAN331700070,701313281050,Adarsh Bhakta Lama
268818522,AC41650349,DLNIND1255130,026FF16519710130,FA1697342925641527,PAN331700070,973429256415,Adarsh Bhakta Lama
268818507,AC56890531,DLNIND1255130,026FF16519710115,FA6685148420072188,PAN331700070,851484200721,Adarsh Bhakta Lama
268818509,AC53544307,DLNIND1255130,026FF16519710117,FA1668218028759664,PAN331700070,682180287596,Adarsh Bhakta Lama
268818494,AC11867706,DLNIND1255130,026FF16519710102,FA6725597608177862,PAN331700070,255976081778,Adarsh Bhakta Lama
268818531,AC16348852,DLNIND1255130,026FF16519710137,FA5661623570602727,PAN331700070,616235706027,Adarsh Bhakta Lama
268818514,AC17194593,DLNIND1255130,026FF16519710122,FA1945524577499780,PAN331700070,455245774997,Adarsh Bhakta Lama
268818513,AC99882813,DLNIND1255130,026FF16519710121,FA1665143073853642,PAN331700070,651430738536,Adarsh Bhakta Lama
268818534,AC28620721,DLNIND1255130,026FF16519710140,FA6686397539343812,PAN331700070,863975393438,Adarsh Bhakta Lama
269129072,AC98497228,DLNIND1255130,026FF16519710572,FA6341112569578933,PAN331700070,411125695789,Adarsh Bhakta Lama
269129073,AC62797383,DLNIND1255130,026FF16519710573,FA3043925061093989,PAN331700070,439250610939,Adarsh Bhakta Lama
Y98826731,AC43533560,DLNIND8690282,349TD50625845006,FA3693754537470950,PAN234402002,937545374709,Ronika Devi Rai
269123795,AC28025247,DLNIND1255130,026FF16519710483,FA7135714946538755,PAN331700070,357149465387,Adarsh Bhakta Lama
269129042,AC38758070,DLNIND1255130,026FF16519710542,FA3529162236444865,PAN331700070,291622364448,Adarsh Bhakta Lama
269129057,AC81868665,DLNIND1255130,026FF16519710557,FA2010076409865956,PAN331700070,100764098659,Adarsh Bhakta Lama
269123821,AC13380000,DLNIND1255130,026FF16519710508,FA2450023635021707,PAN331700070,500236350217,Adarsh Bhakta Lama
269109106,AC91881697,DLNIND1255130,026FF16519710474,FA7929244210140382,PAN331700070,292442101403,Adarsh Bhakta Lama
269123827,AC49910800,DLNIND1255130,026FF16519710514,FA6656784087714573,PAN331700070,567840877145,Adarsh Bhakta Lama
269123846,AC72682288,DLNIND1255130,026FF16519710524,FA4611583980682960,PAN331700070,115839806829,Adarsh Bhakta Lama
269129028,AC71678481,DLNIND1255130,026FF16519710537,FA9989526721246874,PAN331700070,895267212468,Adarsh Bhakta Lama
269129066,AC32548543,DLNIND1255130,026FF16519710566,FA6032872634349004,PAN331700070,328726343490,Adarsh Bhakta Lama
269129067,AC99407929,DLNIND1255130,026FF16519710567,FA6112991864148894,PAN331700070,129918641488,Adarsh Bhakta Lama
269129068,AC82863016,DLNIND1255130,026FF16519710568,FA2410823184641970,PAN331700070,108231846419,Adarsh Bhakta Lama
269129021,AC53187477,DLNIND1255130,026FF16519710530,FA1790894447755394,PAN331700070,908944477553,Adarsh Bhakta Lama
269129043,AC97977109,DLNIND1255130,026FF16519710543,FA9134384810176650,PAN331700070,343848101766,Adarsh Bhakta Lama
269129062,AC31823285,DLNIND1255130,026FF16519710562,FA4713125946074431,PAN331700070,131259460744,Adarsh Bhakta Lama
269109100,AC89482821,DLNIND1255130,026FF16519710468,FA7656877525779141,PAN331700070,568775257791,Adarsh Bhakta Lama
269109101,AC57212836,DLNIND1255130,026FF16519710469,FA9510133159246988,PAN331700070,101331592469,Adarsh Bhakta Lama
269109104,AC89170363,DLNIND1255130,026FF16519710472,FA9263531285002325,PAN331700070,635312850023,Adarsh Bhakta Lama
269123799,AC42638173,DLNIND1255130,026FF16519710487,FA1868624742207970,PAN331700070,686247422079,Adarsh Bhakta Lama
269123843,AC31852619,DLNIND1255130,026FF16519710521,FA7011355775625614,PAN331700070,113557756256,Adarsh Bhakta Lama
269129020,AC20553034,DLNIND1255130,026FF16519710529,FA8035593520697449,PAN331700070,355935206974,Adarsh Bhakta Lama
269129058,AC51738705,DLNIND1255130,026FF16519710558,FA1094046558183061,PAN331700070,940465581830,Adarsh Bhakta Lama
269129053,AC16351222,DLNIND1255130,026FF16519710553,FA2383349110500186,PAN331700070,833491105001,Adarsh Bhakta Lama
269123809,AC32261045,DLNIND1255130,026FF16519710497,FA3572074622528957,PAN331700070,720746225289,Adarsh Bhakta Lama
269129069,AC83311741,DLNIND1255130,026FF16519710569,FA6448362882347903,PAN331700070,483628823479,Adarsh Bhakta Lama
269123825,AC66365615,DLNIND1255130,026FF16519710512,FA2929188065587430,PAN331700070,291880655874,Adarsh Bhakta Lama
269123826,AC59496566,DLNIND1255130,026FF16519710513,FA2301064999150572,PAN331700070,010649991505,Adarsh Bhakta Lama
269123816,AC76819514,DLNIND1255130,026FF16519710504,FA1125103007744941,PAN331700070,251030077449,Adarsh Bhakta Lama
269129041,AC71935797,DLNIND1255130,026FF16519710541,FA8949836456378999,PAN331700070,498364563789,Adarsh Bhakta Lama
269109102,AC68714230,DLNIND1255130,026FF16519710470,FA2528220229189719,PAN331700070,282202291897,Adarsh Bhakta Lama
269129060,AC29814276,DLNIND1255130,026FF16519710560,FA7702114092256008,PAN331700070,021140922560,Adarsh Bhakta Lama
269123804,AC51234064,DLNIND1255130,026FF16519710492,FA2359177168651712,PAN331700070,591771686517,Adarsh Bhakta Lama
269129065,AC26588542,DLNIND1255130,026FF16519710565,FA3722308364412738,PAN331700070,223083644127,Adarsh Bhakta Lama
269129054,AC40469118,DLNIND1255130,026FF16519710554,FA1021619944056787,PAN331700070,216199440567,Adarsh Bhakta Lama
269123822,AC88855241,DLNIND1255130,026FF16519710509,FA4299664494771555,PAN331700070,996644947715,Adarsh Bhakta Lama
269109107,AC17293136,DLNIND1255130,026FF16519710475,FA4216684089050035,PAN331700070,166840890500,Adarsh Bhakta Lama
269123823,AC94385389,DLNIND1255130,026FF16519710510,FA2563890242662260,PAN331700070,638902426622,Adarsh Bhakta Lama
269123807,AC34113892,DLNIND1255130,026FF16519710495,FA7368191987986788,PAN331700070,681919879867,Adarsh Bhakta Lama
269129059,AC17411892,DLNIND1255130,026FF16519710559,FA6212382701808913,PAN331700070,123827018089,Adarsh Bhakta Lama
269129027,AC47068166,DLNIND1255130,026FF16519710536,FA3021919131100146,PAN331700070,219191311001,Adarsh Bhakta Lama
269129019,AC30878651,DLNIND1255130,026FF16519710528,FA2223148092495013,PAN331700070,231480924950,Adarsh Bhakta Lama
269129029,AC20437400,DLNIND1255130,026FF16519710538,FA7459207004514629,PAN331700070,592070045146,Adarsh Bhakta Lama
269129040,AC72871157,DLNIND1255130,026FF16519710540,FA9845462674373843,PAN331700070,454626743738,Adarsh Bhakta Lama
269129055,AC64654805,DLNIND1255130,026FF16519710555,FA3924531718038611,PAN331700070,245317180386,Adarsh Bhakta Lama
269129056,AC56996255,DLNIND1255130,026FF16519710556,FA7063542014204882,PAN331700070,635420142048,Adarsh Bhakta Lama
269123844,AC80614457,DLNIND1255130,026FF16519710522,FA2102511357684838,PAN331700070,025113576848,Adarsh Bhakta Lama
269129026,AC88028445,DLNIND1255130,026FF16519710535,FA4975136597497575,PAN331700070,751365974975,Adarsh Bhakta Lama
269123811,AC67091604,DLNIND1255130,026FF16519710499,FA4236193725962872,PAN331700070,361937259628,Adarsh Bhakta Lama
269123812,AC52448470,DLNIND1255130,026FF16519710500,FA8635538259182907,PAN331700070,355382591829,Adarsh Bhakta Lama
269123847,AC81260165,DLNIND1255130,026FF16519710525,FA4716165537779242,PAN331700070,161655377792,Adarsh Bhakta Lama
269123797,AC12589028,DLNIND1255130,026FF16519710485,FA2928059541328478,PAN331700070,280595413284,Adarsh Bhakta Lama
269129025,AC87848060,DLNIND1255130,026FF16519710534,FA3744893228238708,PAN331700070,448932282387,Adarsh Bhakta Lama
269129052,AC31239042,DLNIND1255130,026FF16519710552,FA4882875672589456,PAN331700070,828756725894,Adarsh Bhakta Lama
269129063,AC96737493,DLNIND1255130,026FF16519710563,FA8453535810166779,PAN331700070,535358101667,Adarsh Bhakta Lama
269129050,AC85703163,DLNIND1255130,026FF16519710550,FA1245475975172535,PAN331700070,454759751725,Adarsh Bhakta Lama
269129064,AC56743838,DLNIND1255130,026FF16519710564,FA4349942128988850,PAN331700070,499421289888,Adarsh Bhakta Lama
269129039,AC38028783,DLNIND1255130,026FF16519710539,FA7372746012428358,PAN331700070,727460124283,Adarsh Bhakta Lama
269123848,AC32893457,DLNIND1255130,026FF16519710526,FA1800494450225126,PAN331700070,004944502251,Adarsh Bhakta Lama
269123815,AC82973367,DLNIND1255130,026FF16519710503,FA7883372258188105,PAN331700070,833722581881,Adarsh Bhakta Lama
269129048,AC16137684,DLNIND1255130,026FF16519710548,FA2164366413555486,PAN331700070,643664135554,Adarsh Bhakta Lama
269129049,AC39325893,DLNIND1255130,026FF16519710549,FA1996833282288135,PAN331700070,968332822881,Adarsh Bhakta Lama
269123817,AC97394534,DLNIND1255130,026FF16519710505,FA8379012962390421,PAN331700070,790129623904,Adarsh Bhakta Lama
269129044,AC72061151,DLNIND1255130,026FF16519710544,FA3696818208565000,PAN331700070,968182085650,Adarsh Bhakta Lama
269123814,AC47859437,DLNIND1255130,026FF16519710502,FA9273319578955726,PAN331700070,733195789557,Adarsh Bhakta Lama
269129071,AC72111464,DLNIND1255130,026FF16519710571,FA4734710291720591,PAN331700070,347102917205,Adarsh Bhakta Lama
269123840,AC84343223,DLNIND1255130,026FF16519710518,FA7150982976692743,PAN331700070,509829766927,Adarsh Bhakta Lama
269123838,AC86043471,DLNIND1255130,026FF16519710516,FA8060935087184618,PAN331700070,609350871846,Adarsh Bhakta Lama
269123845,AC86214960,DLNIND1255130,026FF16519710523,FA4868201648224875,PAN331700070,682016482248,Adarsh Bhakta Lama
269129046,AC52231992,DLNIND1255130,026FF16519710546,FA4480356273169370,PAN331700070,803562731693,Adarsh Bhakta Lama
