First Name,Middle Name,Surname,Full Name,Gender,Relation
Abhaya,,Timalsina,Abhaya Timalsina,Male,Husband
Mina,Rani,Shrestha,Mina Rani Shrestha,Female,Wife
Prasant,Bahadur,Karki,Prasant Bahadur Karki,Male,Father
Praful,Man,Gurung,Praful Man Gurung,Male,Husband
Sabita,,Tamang,Sabita Tamang,Female,Mother
Prasant,Prasad,Timalsina,Prasant Prasad Timalsina,Male,Father
Praful,,Tamang,Praful Tamang,Male,Father
Mina,Maya,Tamang,Mina Maya Tamang,Female,Wife
Raj,,Sherpa,Raj Sherpa,Male,Husband
Ram,Singh,Shrestha,Ram Singh Shrestha,Male,Husband
Abhaya,Prasad,Bhandari,Abhaya Prasad Bhandari,Male,Father
Mina,Maya,K.C.,Mina Maya K.C.,Female,Wife
Kiran,Lal,K.C.,Kiran Lal K.C.,Male,Father
Moni,Laxmi,Thapa,Moni Laxmi Thapa,Female,Wife
Gita,Maya,Thapa,Gita Maya Thapa,Female,Wife
Sapana,,Maharjan,Sapana Maharjan,Female,Mother
Sunil,,Bhandari,Sunil Bhandari,Male,Husband
Dev,Raj,K.C.,Dev Raj K.C.,Male,Husband
Safal,Man,Shrestha,Safal Man Shrestha,Male,Father
Sabita,Kumari,Rai,Sabita Kumari Rai,Female,Mother
Hari,Singh,Thapa,Hari Singh Thapa,Male,Father
Moni,Kumari,Shrestha,Moni Kumari Shrestha,Female,Wife
Shyam,Raj,Thapa,Shyam Raj Thapa,Male,Father
Sapana,Devi,Rai,Sapana Devi Rai,Female,Mother
Shyam,,Tamang,Shyam Tamang,Male,Father
Sunil,Kumar,Bhandari,Sunil Kumar Bhandari,Male,Father
Shreya,,Maharjan,Shreya Maharjan,Female,Mother
Shreya,Devi,Gurung,Shreya Devi Gurung,Female,Wife
Sunita,,Thapa,Sunita Thapa,Female,Mother
Shreya,,Thapa,Shreya Thapa,Female,Mother
Shreya,Devi,Maharjan,Shreya Devi Maharjan,Female,Wife
Sunita,Rani,K.C.,Sunita Rani K.C.,Female,Mother
Sunil,,Gurung,Sunil Gurung,Male,Husband
Sunil,,Bhandari,Sunil Bhandari,Male,Father
Shreya,Devi,Thapa,Shreya Devi Thapa,Female,Wife
Shreya,Rani,Thapa,Shreya Rani Thapa,Female,Mother
Mina,Maya,Rai,Mina Maya Rai,Female,Wife
Sunil,Kumar,Timalsina,Sunil Kumar Timalsina,Male,Husband
Sapana,Maya,Gurung,Sapana Maya Gurung,Female,Mother
Sabita,,Rai,Sabita Rai,Female,Wife
Sunita,Rani,Tamang,Sunita Rani Tamang,Female,Mother
Sabita,Kumari,Shrestha,Sabita Kumari Shrestha,Female,Mother
Sabita,Rani,Tamang,Sabita Rani Tamang,Female,Mother
Moni,,Rai,Moni Rai,Female,Mother
Dev,Raj,K.C.,Dev Raj K.C.,Male,Father
Praful,Raj,Timalsina,Praful Raj Timalsina,Male,Father
Shyam,,Tamang,Shyam Tamang,Male,Father
Moni,Laxmi,Timalsina,Moni Laxmi Timalsina,Female,Mother
Mina,,Karki,Mina Karki,Female,Wife
Gita,,Maharjan,Gita Maharjan,Female,Wife
Gita,,Bhandari,Gita Bhandari,Female,Mother
Hari,Lal,Shrestha,Hari Lal Shrestha,Male,Husband
Anil,Kumar,Gurung,Anil Kumar Gurung,Male,Father
Sabita,Devi,Shrestha,Sabita Devi Shrestha,Female,Mother
Mina,Kumari,Bhandari,Mina Kumari Bhandari,Female,Wife
Sapana,Maya,Rai,Sapana Maya Rai,Female,Wife
Mina,Kumari,Maharjan,Mina Kumari Maharjan,Female,Mother
Anil,,Karki,Anil Karki,Male,Husband
Sita,Rani,Timalsina,Sita Rani Timalsina,Female,Wife
Sisir,Raj,Shrestha,Sisir Raj Shrestha,Male,Husband
Sapana,Laxmi,Bhandari,Sapana Laxmi Bhandari,Female,Mother
Prasant,Prasad,Sherpa,Prasant Prasad Sherpa,Male,Father
Gita,Kumari,Gurung,Gita Kumari Gurung,Female,Mother
Moni,Rani,Bhandari,Moni Rani Bhandari,Female,Wife
Sapana,Devi,Timalsina,Sapana Devi Timalsina,Female,Wife
Dev,Raj,Bhandari,Dev Raj Bhandari,Male,Husband
Mina,Laxmi,Bhandari,Mina Laxmi Bhandari,Female,Mother
Shyam,,K.C.,Shyam K.C.,Male,Father
Sabita,Laxmi,Tamang,Sabita Laxmi Tamang,Female,Wife
Moni,Maya,Thapa,Moni Maya Thapa,Female,Wife
Sapana,Maya,Gurung,Sapana Maya Gurung,Female,Wife
Sisir,Bahadur,Karki,Sisir Bahadur Karki,Male,Husband
Moni,Kumari,Tamang,Moni Kumari Tamang,Female,Wife
Gita,Devi,Rai,Gita Devi Rai,Female,Mother
Gita,Kumari,Tamang,Gita Kumari Tamang,Female,Wife
Shyam,,Sherpa,Shyam Sherpa,Male,Father
Prasant,Bahadur,K.C.,Prasant Bahadur K.C.,Male,Father
Sabita,,Tamang,Sabita Tamang,Female,Wife
Sunita,Kumari,Bhandari,Sunita Kumari Bhandari,Female,Wife
Shreya,,Rai,Shreya Rai,Female,Wife
Praful,Krishna,Maharjan,Praful Krishna Maharjan,Male,Father
Anil,Krishna,Karki,Anil Krishna Karki,Male,Father
Shreya,Rani,Gurung,Shreya Rani Gurung,Female,Mother
Moni,Maya,Sherpa,Moni Maya Sherpa,Female,Mother
Mina,Rani,Timalsina,Mina Rani Timalsina,Female,Wife
Sunita,,Bhandari,Sunita Bhandari,Female,Wife
Hari,,Gurung,Hari Gurung,Male,Husband
Mina,,Karki,Mina Karki,Female,Mother
Sapana,Devi,Tamang,Sapana Devi Tamang,Female,Wife
Moni,,Tamang,Moni Tamang,Female,Mother
Sapana,Devi,Tamang,Sapana Devi Tamang,Female,Wife
Sabita,,Bhandari,Sabita Bhandari,Female,Mother
Sunil,Krishna,Shrestha,Sunil Krishna Shrestha,Male,Father
Sabita,Devi,Sherpa,Sabita Devi Sherpa,Female,Mother
Shreya,Kumari,Karki,Shreya Kumari Karki,Female,Mother
Sisir,Kumar,Bhandari,Sisir Kumar Bhandari,Male,Husband
Safal,Singh,Shrestha,Safal Singh Shrestha,Male,Father
Prasant,,K.C.,Prasant K.C.,Male,Father
Sunil,Raj,Rai,Sunil Raj Rai,Male,Husband
Ram,,Thapa,Ram Thapa,Male,Father
Safal,,K.C.,Safal K.C.,Male,Husband
Raj,Singh,Karki,Raj Singh Karki,Male,Husband
Dev,Raj,Karki,Dev Raj Karki,Male,Husband
Sabita,Maya,Timalsina,Sabita Maya Timalsina,Female,Mother
Sita,Laxmi,Rai,Sita Laxmi Rai,Female,Mother
Sapana,Kumari,Rai,Sapana Kumari Rai,Female,Wife
Sabita,Laxmi,Gurung,Sabita Laxmi Gurung,Female,Wife
Mina,Laxmi,Gurung,Mina Laxmi Gurung,Female,Wife
Hari,Singh,Thapa,Hari Singh Thapa,Male,Husband
Prasant,Kumar,Bhandari,Prasant Kumar Bhandari,Male,Father
Sapana,Rani,Bhandari,Sapana Rani Bhandari,Female,Wife
Gita,Maya,Bhandari,Gita Maya Bhandari,Female,Wife
Ram,,Thapa,Ram Thapa,Male,Husband
Safal,Kumar,Rai,Safal Kumar Rai,Male,Husband
Moni,Devi,Tamang,Moni Devi Tamang,Female,Mother
Shreya,Rani,Rai,Shreya Rani Rai,Female,Mother
Safal,,Tamang,Safal Tamang,Male,Father
Sisir,Krishna,K.C.,Sisir Krishna K.C.,Male,Father
Gita,Kumari,Shrestha,Gita Kumari Shrestha,Female,Wife
Shyam,Krishna,Sherpa,Shyam Krishna Sherpa,Male,Husband
Mina,Devi,Karki,Mina Devi Karki,Female,Wife
Sabita,Rani,Bhandari,Sabita Rani Bhandari,Female,Wife
Prasant,,Rai,Prasant Rai,Male,Father
Moni,Rani,Tamang,Moni Rani Tamang,Female,Wife
Sita,Rani,Rai,Sita Rani Rai,Female,Wife
Ram,Krishna,K.C.,Ram Krishna K.C.,Male,Husband
Sabita,Devi,Sherpa,Sabita Devi Sherpa,Female,Wife
Moni,Laxmi,Tamang,Moni Laxmi Tamang,Female,Wife
Shreya,Rani,Rai,Shreya Rani Rai,Female,Mother
Shreya,Devi,Sherpa,Shreya Devi Sherpa,Female,Mother
Anil,,Shrestha,Anil Shrestha,Male,Husband
Shyam,,Gurung,Shyam Gurung,Male,Husband
Abhaya,Bahadur,Bhandari,Abhaya Bahadur Bhandari,Male,Husband
Shreya,Devi,Maharjan,Shreya Devi Maharjan,Female,Mother
Ram,Singh,Maharjan,Ram Singh Maharjan,Male,Husband
Moni,Kumari,K.C.,Moni Kumari K.C.,Female,Mother
Sapana,Devi,Karki,Sapana Devi Karki,Female,Wife
Gita,,Karki,Gita Karki,Female,Mother
Kiran,Kumar,Gurung,Kiran Kumar Gurung,Male,Husband
Gita,Rani,Gurung,Gita Rani Gurung,Female,Mother
Kiran,Kumar,Bhandari,Kiran Kumar Bhandari,Male,Husband
Moni,Kumari,K.C.,Moni Kumari K.C.,Female,Wife
Moni,Laxmi,Thapa,Moni Laxmi Thapa,Female,Wife
Ram,Bahadur,K.C.,Ram Bahadur K.C.,Male,Father
Gita,Rani,K.C.,Gita Rani K.C.,Female,Wife
Sisir,Krishna,K.C.,Sisir Krishna K.C.,Male,Father
Abhaya,Krishna,Tamang,Abhaya Krishna Tamang,Male,Husband
Moni,Maya,Rai,Moni Maya Rai,Female,Mother
Sapana,,Rai,Sapana Rai,Female,Mother
Sita,Rani,Gurung,Sita Rani Gurung,Female,Mother
Prasant,Singh,Karki,Prasant Singh Karki,Male,Father
Mina,Laxmi,K.C.,Mina Laxmi K.C.,Female,Mother
Gita,Laxmi,Gurung,Gita Laxmi Gurung,Female,Mother
Mina,,Shrestha,Mina Shrestha,Female,Wife
Gita,Devi,Gurung,Gita Devi Gurung,Female,Wife
Moni,Kumari,Sherpa,Moni Kumari Sherpa,Female,Mother
Ram,Raj,Gurung,Ram Raj Gurung,Male,Father
Sabita,Maya,Maharjan,Sabita Maya Maharjan,Female,Wife
Prasant,,Maharjan,Prasant Maharjan,Male,Husband
Shyam,Lal,Tamang,Shyam Lal Tamang,Male,Husband
Shyam,Singh,Maharjan,Shyam Singh Maharjan,Male,Father
Raj,,Bhandari,Raj Bhandari,Male,Husband
Ram,Lal,Gurung,Ram Lal Gurung,Male,Father
Moni,,Rai,Moni Rai,Female,Mother
Shreya,Kumari,Shrestha,Shreya Kumari Shrestha,Female,Mother
Sisir,Kumar,Rai,Sisir Kumar Rai,Male,Husband
Kiran,Kumar,Gurung,Kiran Kumar Gurung,Male,Husband
Mina,Rani,Tamang,Mina Rani Tamang,Female,Wife
Moni,Rani,Sherpa,Moni Rani Sherpa,Female,Mother
Abhaya,,Shrestha,Abhaya Shrestha,Male,Husband
Sapana,,Tamang,Sapana Tamang,Female,Mother
Moni,,Tamang,Moni Tamang,Female,Mother
Abhaya,,Karki,Abhaya Karki,Male,Husband
Dev,Raj,Rai,Dev Raj Rai,Male,Father
Praful,Krishna,Thapa,Praful Krishna Thapa,Male,Husband
Anil,Singh,Bhandari,Anil Singh Bhandari,Male,Father
Hari,Lal,Gurung,Hari Lal Gurung,Male,Husband
Dev,Prasad,Maharjan,Dev Prasad Maharjan,Male,Father
Dev,Lal,Bhandari,Dev Lal Bhandari,Male,Husband
Moni,Maya,Bhandari,Moni Maya Bhandari,Female,Mother
Shyam,Krishna,K.C.,Shyam Krishna K.C.,Male,Father
Shreya,Kumari,K.C.,Shreya Kumari K.C.,Female,Mother
Sunita,,Bhandari,Sunita Bhandari,Female,Mother
Raj,Man,Rai,Raj Man Rai,Male,Husband
Mina,Maya,Rai,Mina Maya Rai,Female,Mother
Sunil,Krishna,Shrestha,Sunil Krishna Shrestha,Male,Husband
Mina,Kumari,Thapa,Mina Kumari Thapa,Female,Wife
Shyam,,Thapa,Shyam Thapa,Male,Husband
Shreya,Devi,Karki,Shreya Devi Karki,Female,Mother
Shyam,Singh,Karki,Shyam Singh Karki,Male,Father
Sapana,Kumari,K.C.,Sapana Kumari K.C.,Female,Wife
Sunil,,Bhandari,Sunil Bhandari,Male,Husband
Sabita,Maya,Tamang,Sabita Maya Tamang,Female,Wife
Sita,Kumari,Maharjan,Sita Kumari Maharjan,Female,Mother
Sunita,Devi,Bhandari,Sunita Devi Bhandari,Female,Wife
Sita,Rani,Gurung,Sita Rani Gurung,Female,Wife
Sisir,Raj,Sherpa,Sisir Raj Sherpa,Male,Father
Sunita,Laxmi,Sherpa,Sunita Laxmi Sherpa,Female,Mother
Safal,,Tamang,Safal Tamang,Male,Father
Prasant,,Gurung,Prasant Gurung,Male,Husband
Kiran,Singh,K.C.,Kiran Singh K.C.,Male,Father
Sabita,Rani,Karki,Sabita Rani Karki,Female,Wife
Moni,Rani,Maharjan,Moni Rani Maharjan,Female,Wife
Ram,,Shrestha,Ram Shrestha,Male,Husband
Dipak,Bahadur,Maharjan,Dipak Bahadur Maharjan,Male,Father
Sisir,,Rai,Sisir Rai,Male,Husband
Mina,,Maharjan,Mina Maharjan,Female,Wife
Sita,Rani,Rai,Sita Rani Rai,Female,Wife
Sunita,,Sherpa,Sunita Sherpa,Female,Wife
Hari,Lal,Maharjan,Hari Lal Maharjan,Male,Father
Shreya,Laxmi,Shrestha,Shreya Laxmi Shrestha,Female,Mother
Sita,Kumari,Tamang,Sita Kumari Tamang,Female,Mother
Praful,Bahadur,Karki,Praful Bahadur Karki,Male,Father
Prasant,Prasad,K.C.,Prasant Prasad K.C.,Male,Husband
Mina,Kumari,Gurung,Mina Kumari Gurung,Female,Mother
Sita,Maya,Bhandari,Sita Maya Bhandari,Female,Mother
Anil,,Maharjan,Anil Maharjan,Male,Husband
Safal,Raj,Timalsina,Safal Raj Timalsina,Male,Father
Sisir,,K.C.,Sisir K.C.,Male,Father
Sita,,Shrestha,Sita Shrestha,Female,Wife
Sita,Rani,Maharjan,Sita Rani Maharjan,Female,Mother
Sapana,,Timalsina,Sapana Timalsina,Female,Mother
Sita,Maya,Shrestha,Sita Maya Shrestha,Female,Wife
Mina,Kumari,Tamang,Mina Kumari Tamang,Female,Wife
Moni,,Thapa,Moni Thapa,Female,Mother
Ram,Kumar,Sherpa,Ram Kumar Sherpa,Male,Father
Sabita,Rani,Bhandari,Sabita Rani Bhandari,Female,Mother
Gita,Kumari,Rai,Gita Kumari Rai,Female,Mother
Moni,,Timalsina,Moni Timalsina,Female,Mother
Moni,Devi,Shrestha,Moni Devi Shrestha,Female,Mother
Moni,,Sherpa,Moni Sherpa,Female,Mother
Sapana,,Shrestha,Sapana Shrestha,Female,Mother
Sabita,Devi,Thapa,Sabita Devi Thapa,Female,Mother
Shreya,Maya,Timalsina,Shreya Maya Timalsina,Female,Mother
Dipak,,Tamang,Dipak Tamang,Male,Father
Gita,Maya,Shrestha,Gita Maya Shrestha,Female,Mother
Dev,,Sherpa,Dev Sherpa,Male,Husband
Sunil,,Gurung,Sunil Gurung,Male,Husband
Raj,Bahadur,Rai,Raj Bahadur Rai,Male,Father
Sapana,Kumari,Tamang,Sapana Kumari Tamang,Female,Mother
Sunita,,Tamang,Sunita Tamang,Female,Wife
Sapana,,Karki,Sapana Karki,Female,Mother
Kiran,Krishna,Bhandari,Kiran Krishna Bhandari,Male,Father
Dev,Raj,Rai,Dev Raj Rai,Male,Father
Sisir,Bahadur,Tamang,Sisir Bahadur Tamang,Male,Husband
Anil,Bahadur,Karki,Anil Bahadur Karki,Male,Husband
Sabita,Laxmi,Karki,Sabita Laxmi Karki,Female,Mother
Gita,Laxmi,Gurung,Gita Laxmi Gurung,Female,Wife
Sita,,Maharjan,Sita Maharjan,Female,Wife
Sunita,Kumari,Sherpa,Sunita Kumari Sherpa,Female,Mother
Hari,Man,Maharjan,Hari Man Maharjan,Male,Husband
Moni,Laxmi,Gurung,Moni Laxmi Gurung,Female,Mother
Moni,Rani,Bhandari,Moni Rani Bhandari,Female,Mother
Kiran,Lal,Karki,Kiran Lal Karki,Male,Father
Sunil,Kumar,Gurung,Sunil Kumar Gurung,Male,Father
Prasant,,Sherpa,Prasant Sherpa,Male,Husband
Shreya,,Shrestha,Shreya Shrestha,Female,Mother
Abhaya,Man,K.C.,Abhaya Man K.C.,Male,Father
Sunita,,Rai,Sunita Rai,Female,Mother
Shreya,Devi,Thapa,Shreya Devi Thapa,Female,Mother
Kiran,Lal,Tamang,Kiran Lal Tamang,Male,Father
Sunita,Kumari,Rai,Sunita Kumari Rai,Female,Wife
Sunil,Bahadur,Bhandari,Sunil Bahadur Bhandari,Male,Father
Sisir,,Sherpa,Sisir Sherpa,Male,Father
Gita,Laxmi,Sherpa,Gita Laxmi Sherpa,Female,Wife
Shyam,,Tamang,Shyam Tamang,Male,Father
Gita,Rani,K.C.,Gita Rani K.C.,Female,Wife
Dipak,Lal,Gurung,Dipak Lal Gurung,Male,Father
Prasant,Raj,K.C.,Prasant Raj K.C.,Male,Husband
Shyam,Bahadur,Maharjan,Shyam Bahadur Maharjan,Male,Husband
Sita,,Timalsina,Sita Timalsina,Female,Wife
Abhaya,Prasad,Timalsina,Abhaya Prasad Timalsina,Male,Husband
Shreya,Devi,Bhandari,Shreya Devi Bhandari,Female,Wife
Dev,,Bhandari,Dev Bhandari,Male,Husband
Sita,Maya,Sherpa,Sita Maya Sherpa,Female,Wife
Anil,Singh,Tamang,Anil Singh Tamang,Male,Husband
Moni,,Timalsina,Moni Timalsina,Female,Wife
Ram,Bahadur,Thapa,Ram Bahadur Thapa,Male,Husband
Sita,Maya,Maharjan,Sita Maya Maharjan,Female,Mother
Sunil,Krishna,Maharjan,Sunil Krishna Maharjan,Male,Husband
Moni,Devi,K.C.,Moni Devi K.C.,Female,Mother
Sunita,Laxmi,Timalsina,Sunita Laxmi Timalsina,Female,Mother
Sisir,Singh,Thapa,Sisir Singh Thapa,Male,Husband
Mina,,Bhandari,Mina Bhandari,Female,Mother
Prasant,Krishna,Rai,Prasant Krishna Rai,Male,Husband
Sisir,,Karki,Sisir Karki,Male,Father
Sisir,Man,Shrestha,Sisir Man Shrestha,Male,Husband
Sabita,,Thapa,Sabita Thapa,Female,Mother
Sapana,Rani,Tamang,Sapana Rani Tamang,Female,Wife
Shreya,Rani,Timalsina,Shreya Rani Timalsina,Female,Wife
Hari,,K.C.,Hari K.C.,Male,Husband
Raj,Prasad,K.C.,Raj Prasad K.C.,Male,Husband
Mina,,Karki,Mina Karki,Female,Mother
Raj,Krishna,K.C.,Raj Krishna K.C.,Male,Husband
Moni,Devi,Thapa,Moni Devi Thapa,Female,Mother
Sunita,Kumari,Karki,Sunita Kumari Karki,Female,Wife
Abhaya,Singh,Tamang,Abhaya Singh Tamang,Male,Husband
Shyam,Singh,Bhandari,Shyam Singh Bhandari,Male,Father
Moni,,Thapa,Moni Thapa,Female,Wife
Sunita,Maya,Rai,Sunita Maya Rai,Female,Wife
Raj,Raj,Bhandari,Raj Raj Bhandari,Male,Father
Moni,Devi,Maharjan,Moni Devi Maharjan,Female,Wife
Shreya,,Maharjan,Shreya Maharjan,Female,Mother
Sapana,,Gurung,Sapana Gurung,Female,Mother
Sabita,Devi,Tamang,Sabita Devi Tamang,Female,Mother
Sisir,Kumar,Karki,Sisir Kumar Karki,Male,Husband
Dipak,,Maharjan,Dipak Maharjan,Male,Husband
Sapana,Rani,K.C.,Sapana Rani K.C.,Female,Mother
Dev,Kumar,Rai,Dev Kumar Rai,Male,Husband
Dipak,Singh,Timalsina,Dipak Singh Timalsina,Male,Husband
Sabita,Devi,Sherpa,Sabita Devi Sherpa,Female,Wife
Sapana,Rani,Gurung,Sapana Rani Gurung,Female,Wife
Sita,Laxmi,Sherpa,Sita Laxmi Sherpa,Female,Mother
Moni,Rani,Thapa,Moni Rani Thapa,Female,Mother
Shyam,Raj,K.C.,Shyam Raj K.C.,Male,Husband
Hari,,Rai,Hari Rai,Male,Father
Sapana,,Maharjan,Sapana Maharjan,Female,Wife
Shreya,Laxmi,Gurung,Shreya Laxmi Gurung,Female,Wife
Shyam,,Sherpa,Shyam Sherpa,Male,Father
Sabita,Maya,Shrestha,Sabita Maya Shrestha,Female,Wife
Mina,Laxmi,Shrestha,Mina Laxmi Shrestha,Female,Wife
Sapana,,Thapa,Sapana Thapa,Female,Wife
Sunita,Kumari,Rai,Sunita Kumari Rai,Female,Wife
Safal,Lal,Karki,Safal Lal Karki,Male,Husband
Abhaya,,Tamang,Abhaya Tamang,Male,Father
Prasant,Man,Timalsina,Prasant Man Timalsina,Male,Husband
Sabita,Laxmi,Shrestha,Sabita Laxmi Shrestha,Female,Wife
Shyam,Krishna,Gurung,Shyam Krishna Gurung,Male,Husband
Dev,,Shrestha,Dev Shrestha,Male,Husband
Shyam,Prasad,Shrestha,Shyam Prasad Shrestha,Male,Husband
Sabita,,Rai,Sabita Rai,Female,Wife
Sunita,Devi,Shrestha,Sunita Devi Shrestha,Female,Wife
Dev,Singh,Bhandari,Dev Singh Bhandari,Male,Father
Sunil,,Thapa,Sunil Thapa,Male,Husband
Prasant,Raj,Shrestha,Prasant Raj Shrestha,Male,Husband
Sunil,,Timalsina,Sunil Timalsina,Male,Father
Safal,Singh,Rai,Safal Singh Rai,Male,Husband
Moni,Devi,Shrestha,Moni Devi Shrestha,Female,Wife
Shreya,Devi,Maharjan,Shreya Devi Maharjan,Female,Mother
Sunita,Laxmi,K.C.,Sunita Laxmi K.C.,Female,Mother
Safal,,Sherpa,Safal Sherpa,Male,Father
Raj,Bahadur,Rai,Raj Bahadur Rai,Male,Father
Moni,,Sherpa,Moni Sherpa,Female,Wife
Kiran,Singh,Shrestha,Kiran Singh Shrestha,Male,Father
Moni,Maya,Gurung,Moni Maya Gurung,Female,Wife
Sisir,,Shrestha,Sisir Shrestha,Male,Father
Mina,Maya,Shrestha,Mina Maya Shrestha,Female,Mother
Raj,Prasad,Shrestha,Raj Prasad Shrestha,Male,Father
Shreya,Kumari,K.C.,Shreya Kumari K.C.,Female,Mother
Anil,Bahadur,Sherpa,Anil Bahadur Sherpa,Male,Father
Sabita,Laxmi,Shrestha,Sabita Laxmi Shrestha,Female,Mother
Abhaya,Singh,Sherpa,Abhaya Singh Sherpa,Male,Father
Mina,,Thapa,Mina Thapa,Female,Mother
Dev,,Thapa,Dev Thapa,Male,Father
Dev,,Bhandari,Dev Bhandari,Male,Husband
Raj,,Sherpa,Raj Sherpa,Male,Father
Sunita,Kumari,Rai,Sunita Kumari Rai,Female,Wife
Mina,Laxmi,Gurung,Mina Laxmi Gurung,Female,Wife
Gita,Kumari,Bhandari,Gita Kumari Bhandari,Female,Mother
Praful,Kumar,Timalsina,Praful Kumar Timalsina,Male,Father
Hari,Singh,Karki,Hari Singh Karki,Male,Father
Kiran,Lal,Tamang,Kiran Lal Tamang,Male,Husband
Dev,Raj,Karki,Dev Raj Karki,Male,Father
Shreya,Devi,Gurung,Shreya Devi Gurung,Female,Wife
Ram,Krishna,Timalsina,Ram Krishna Timalsina,Male,Father
Sabita,,Shrestha,Sabita Shrestha,Female,Wife
Sisir,Krishna,Thapa,Sisir Krishna Thapa,Male,Husband
Sapana,Devi,Timalsina,Sapana Devi Timalsina,Female,Mother
Shyam,Prasad,Bhandari,Shyam Prasad Bhandari,Male,Husband
Sita,Rani,Shrestha,Sita Rani Shrestha,Female,Wife
Ram,Krishna,Tamang,Ram Krishna Tamang,Male,Father
Sapana,,Bhandari,Sapana Bhandari,Female,Wife
Ram,Raj,Thapa,Ram Raj Thapa,Male,Husband
Mina,Maya,Timalsina,Mina Maya Timalsina,Female,Wife
Sisir,Raj,Tamang,Sisir Raj Tamang,Male,Husband
Mina,Rani,Thapa,Mina Rani Thapa,Female,Wife
Safal,Lal,Tamang,Safal Lal Tamang,Male,Father
Sabita,Maya,Rai,Sabita Maya Rai,Female,Wife
Sapana,Kumari,K.C.,Sapana Kumari K.C.,Female,Mother
Sisir,Man,Timalsina,Sisir Man Timalsina,Male,Father
Dipak,Krishna,Timalsina,Dipak Krishna Timalsina,Male,Father
Moni,Laxmi,Gurung,Moni Laxmi Gurung,Female,Mother
Sabita,Kumari,Bhandari,Sabita Kumari Bhandari,Female,Wife
Gita,Kumari,Shrestha,Gita Kumari Shrestha,Female,Wife
Sita,Maya,Thapa,Sita Maya Thapa,Female,Mother
Dev,Prasad,Karki,Dev Prasad Karki,Male,Husband
Sabita,Laxmi,K.C.,Sabita Laxmi K.C.,Female,Wife
Moni,Laxmi,Timalsina,Moni Laxmi Timalsina,Female,Wife
Ram,Man,Rai,Ram Man Rai,Male,Father
Sabita,,Sherpa,Sabita Sherpa,Female,Mother
Praful,Man,Karki,Praful Man Karki,Male,Husband
Abhaya,,Rai,Abhaya Rai,Male,Husband
Sita,Rani,Maharjan,Sita Rani Maharjan,Female,Mother
Anil,Singh,Shrestha,Anil Singh Shrestha,Male,Husband
Ram,Man,Karki,Ram Man Karki,Male,Father
Sapana,,Shrestha,Sapana Shrestha,Female,Wife
Anil,,Bhandari,Anil Bhandari,Male,Father
Safal,Prasad,Maharjan,Safal Prasad Maharjan,Male,Father
Safal,Kumar,Timalsina,Safal Kumar Timalsina,Male,Husband
Sisir,Kumar,Bhandari,Sisir Kumar Bhandari,Male,Husband
Dev,Singh,Maharjan,Dev Singh Maharjan,Male,Father
Anil,Lal,Gurung,Anil Lal Gurung,Male,Husband
Shreya,Kumari,Karki,Shreya Kumari Karki,Female,Mother
Sunita,Kumari,Karki,Sunita Kumari Karki,Female,Wife
Gita,Maya,Thapa,Gita Maya Thapa,Female,Wife
Mina,Kumari,Bhandari,Mina Kumari Bhandari,Female,Wife
Sabita,,Karki,Sabita Karki,Female,Mother
Moni,Laxmi,Maharjan,Moni Laxmi Maharjan,Female,Mother
Sabita,Devi,Sherpa,Sabita Devi Sherpa,Female,Mother
Sapana,Kumari,Sherpa,Sapana Kumari Sherpa,Female,Wife
Shreya,Laxmi,Maharjan,Shreya Laxmi Maharjan,Female,Mother
Moni,Rani,Thapa,Moni Rani Thapa,Female,Mother
Sabita,Devi,Maharjan,Sabita Devi Maharjan,Female,Wife
Mina,,Sherpa,Mina Sherpa,Female,Wife
Sunil,Bahadur,Shrestha,Sunil Bahadur Shrestha,Male,Father
Hari,Singh,Shrestha,Hari Singh Shrestha,Male,Father
Anil,Man,Tamang,Anil Man Tamang,Male,Father
Dipak,Man,Shrestha,Dipak Man Shrestha,Male,Father
Sunita,,Shrestha,Sunita Shrestha,Female,Wife
Sapana,Rani,Timalsina,Sapana Rani Timalsina,Female,Wife
Hari,Lal,K.C.,Hari Lal K.C.,Male,Husband
Prasant,Raj,Karki,Prasant Raj Karki,Male,Husband
Prasant,Raj,Bhandari,Prasant Raj Bhandari,Male,Husband
Abhaya,Prasad,Shrestha,Abhaya Prasad Shrestha,Male,Husband
Sunita,Kumari,Timalsina,Sunita Kumari Timalsina,Female,Wife
Raj,Man,Rai,Raj Man Rai,Male,Father
Shreya,Rani,Timalsina,Shreya Rani Timalsina,Female,Wife
Sabita,,Bhandari,Sabita Bhandari,Female,Mother
Moni,,Maharjan,Moni Maharjan,Female,Wife
Sabita,Maya,Sherpa,Sabita Maya Sherpa,Female,Mother
Moni,,K.C.,Moni K.C.,Female,Mother
Praful,,Rai,Praful Rai,Male,Father
Moni,Kumari,Bhandari,Moni Kumari Bhandari,Female,Wife
Sunil,,Sherpa,Sunil Sherpa,Male,Husband
Shreya,Devi,Sherpa,Shreya Devi Sherpa,Female,Mother
Sunita,,Gurung,Sunita Gurung,Female,Wife
Moni,,Tamang,Moni Tamang,Female,Wife
Sabita,Kumari,Shrestha,Sabita Kumari Shrestha,Female,Wife
Sunita,Rani,Timalsina,Sunita Rani Timalsina,Female,Wife
Sabita,Laxmi,Thapa,Sabita Laxmi Thapa,Female,Wife
Sabita,,Bhandari,Sabita Bhandari,Female,Wife
